Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.5999999999999999,33.358485460816624,254055346.96126
2,1.0,0.5999999999999999,33.45028487113481,255812177.16760623
3,1.0,0.5999999999999999,33.83600605021205,260824238.51102638
4,1.0,0.5999999999999999,34.35711346810069,267687938.3122687
5,1.0,0.5999999999999999,36.56845092713966,271226862.8808183
6,1.0,0.6516210169587052,44.02411094038054,289945920.0049824
7,0.9842964163962749,0.9696847585125699,70.86858162175814,321079847.8606854
8,0.9692914546854638,1.0,80.27841015477412,317552328.98707765
9,1.0,0.8380334765534646,54.31947898220151,319828887.89931625
10,0.9965085988597114,0.8867517064719372,60.286247493077354,314034740.51120794
11,1.0,0.7455222180221727,48.23943427323062,308264723.534216
12,1.0,0.7115382827924611,43.297102247088034,287894241.6974369
13,0.9394371298004097,1.0,92.52916052887441,267330963.71838412
14,0.9595842685976247,1.0,83.90039056416366,233021093.59212786
15,0.999806404354718,0.7368309944733363,49.121060265818016,216536882.319173
16,1.0,0.6890068662844817,46.542322484221565,201297329.0919887
17,1.0,0.6271102532876014,41.67939135764194,195771377.5262003
18,1.0,0.7441842135813805,49.74105803832485,234845521.08198273
19,0.9423920051434785,1.0,90.09882743887295,271364402.28168786
20,0.8890699888832809,1.0,108.35628580636458,281564388.11231434
21,0.9879273954173365,0.9896081242581298,68.77558101959465,275746206.98948014
22,1.0,0.9282577574052764,58.49884092945889,273461718.9143503
23,1.0,0.6630115310321381,45.21887247589286,271459871.68419653
24,1.0,0.6044247670428972,39.51436135813114,269350817.7938591
