Hour,ramped_HTSE,ramped_turbogas,Net_grid,total_fossil_fuel_demand
0,0.0,0.0,100.0,0.0
1,1.0,0.6000000000000008,23.573578550260017,33816277.80336291
2,1.0,0.6000000000000008,23.465965233845207,34975514.70345999
3,1.0,0.6000000000000008,23.423851962394735,38993313.32788266
4,1.0,0.6000000000000008,23.435642597170744,44914506.534294635
5,1.0,0.6000000000000008,25.145154368315254,48043379.909080155
6,1.0,0.6000000000000008,30.513596514122366,77204469.08363245
7,1.0,0.6000000000000008,46.42578641380208,130208812.35616788
8,1.0,0.6125850136930627,61.30409492323611,123366573.2301335
9,1.0,0.6000000000000008,29.077725550812975,119625310.6015426
10,1.0,0.6000000000000008,38.15283878878095,95320519.26756719
11,1.0,0.6000000000000008,27.32146691596737,72810200.80584931
12,1.0,0.6000000000000008,27.18300639657905,62182785.847461544
13,0.999530331781021,0.9583251875633518,82.9875559046696,71799845.92396468
14,1.0,0.7156036801408359,68.86371129096884,60663964.003168456
15,1.0,0.6000000000000008,30.695679667044775,40083309.26587512
16,1.0,0.6000000000000008,31.936001042079862,34563356.333352044
17,1.0,0.6000000000000008,41.0096979490213,32598870.12872142
18,1.0,0.6000000000000008,47.11176300227701,56491666.06685675
19,0.9997177263410502,0.9751462060606815,84.2595302460864,81764615.41780527
20,0.9738215889377972,1.0,100.16963491931887,84131313.74145803
21,1.0,0.6000000000000008,55.44411225805756,62397689.798976675
22,1.0,0.6000000000000008,41.731324930976726,49381703.749313615
23,1.0,0.6000000000000008,33.523333466235115,38941789.761113554
24,1.0,0.6000000000000008,32.61118825183216,30873477.256437287
